Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,c_total_pages,c_total_duration,c_product_share,c_page_value_per_product,Revenue
0,0.0,0,0.0,8,166.25,0.0,0.0125,0.0,0.0,May,2,10,1,4,Returning_Visitor,1,8,166.25,1.0,0.0,0
6,229.0,2,40.02,71,2576.432121,0.01027027,0.045526366,0.0,0.0,Oct,1,1,2,1,Returning_Visitor,1,79,2845.452121,0.8987341772151899,0.0,0
0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,0,0,0.0,0.0,0.0,0
0,0.0,0,0.0,5,41.0,0.04,0.08,0.0,0.0,Dec,2,5,1,1,Returning_Visitor,0,5,41.0,1.0,0.0,0
5,166.3333333,1,0.0,38,1869.45119,0.004545455,0.010037879,0.0,0.0,Dec,2,4,8,2,New_Visitor,0,44,2035.7845233,0.8636363636363636,0.0,1
0,0.0,0,0.0,21,173.0,0.00952381,0.023809524,0.0,0.0,Dec,1,2,3,3,Returning_Visitor,0,21,173.0,1.0,0.0,0
1,0.0,2,56.0,22,1054.309524,0.004761905,0.023809524,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,0,25,1110.309524,0.88,0.0,0
5,286.4642857,1,29.5,64,2058.604545,0.008955224,0.009549977,6.49391045,0.0,Nov,3,2,3,10,Returning_Visitor,0,70,2374.5688307,0.9142857142857143,0.10146735078125,1
6,60.13636364,2,522.1666667,83,3708.383949,0.002420052,0.012547833,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,1,91,4290.68697934,0.9120879120879121,0.0,0
5,75.89285714,0,0.0,51,4522.409524,0.015757576,0.042922078,3.229518182,1.0,May,2,2,6,2,Returning_Visitor,1,56,4598.30238114,0.9107142857142857,0.06332388592156862,0
4,64.0,0,0.0,53,1200.892857,0.001818182,0.018030303,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,1,57,1264.892857,0.9298245614035088,0.0,0
0,0.0,0,0.0,11,357.3333333,0.0,0.022222222,0.0,0.0,Dec,1,1,3,2,New_Visitor,0,11,357.3333333,1.0,0.0,0
0,0.0,0,0.0,3,90.0,0.0,0.066666667,0.0,0.0,Mar,1,2,5,10,Returning_Visitor,0,3,90.0,1.0,0.0,0
0,0.0,0,0.0,4,2528.0,0.0,0.066666667,0.0,0.0,Mar,2,2,9,1,Returning_Visitor,1,4,2528.0,1.0,0.0,0
6,124.5,5,132.8333333,45,901.0916667,0.004,0.010111111,0.0,0.0,May,2,5,2,2,Returning_Visitor,0,56,1158.425,0.8035714285714286,0.0,0
0,0.0,0,0.0,25,445.5833333,0.004,0.024,0.0,0.0,Dec,2,10,1,1,Returning_Visitor,0,25,445.5833333,1.0,0.0,0
0,0.0,0,0.0,2,71.5,0.0,0.05,0.0,0.0,Dec,3,2,1,10,Returning_Visitor,0,2,71.5,1.0,0.0,0
1,120.0,1,85.0,33,616.4333333,0.0,0.005714286,0.0,0.0,May,2,2,5,2,New_Visitor,0,35,821.4333333,0.9428571428571428,0.0,0
0,0.0,0,0.0,5,720.5,0.16,0.18,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,0,5,720.5,1.0,0.0,0
0,0.0,0,0.0,8,413.0,0.0,0.0125,0.0,0.0,Sep,1,1,4,3,New_Visitor,0,8,413.0,1.0,0.0,0
7,140.9,1,18.2,20,318.7666667,0.0,0.009876543,0.0,0.0,Oct,2,2,3,2,New_Visitor,0,28,477.8666667,0.7142857142857143,0.0,0
0,0.0,0,0.0,2,64.5,0.0,0.05,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,0,2,64.5,1.0,0.0,0
2,33.0,0,0.0,9,354.0,0.0,0.02,0.0,0.0,Mar,3,2,1,3,New_Visitor,0,11,387.0,0.8181818181818182,0.0,0
1,47.16666667,1,3.0,42,1462.659125,0.004651163,0.019047619,7.734903101,0.0,May,2,2,6,4,Returning_Visitor,0,44,1512.82579167,0.9545454545454546,0.18416435954761903,1
0,0.0,0,0.0,20,1958.833333,0.011111111,0.035185185,0.0,0.0,Nov,3,2,5,1,Returning_Visitor,0,20,1958.833333,1.0,0.0,0
0,0.0,0,0.0,16,600.75,0.0,0.025,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,0,16,600.75,1.0,0.0,0
3,76.5,2,66.0,16,315.3666667,0.0,0.014736842,0.0,0.0,May,3,2,1,3,Returning_Visitor,1,21,457.8666667,0.7619047619047619,0.0,0
0,0.0,0,0.0,18,472.0,0.030555556,0.034444444,0.0,0.8,May,2,2,7,3,Returning_Visitor,0,18,472.0,1.0,0.0,0
12,393.2666667,0,0.0,15,366.5833333,0.00952381,0.013809524,0.0,0.0,Dec,2,4,6,1,New_Visitor,0,27,759.8499999999999,0.5555555555555556,0.0,0
9,87.8,1,12.0,120,2016.564401,0.006451613,0.012613585,33.41173784,0.0,Jul,2,2,7,13,Returning_Visitor,0,130,2116.3644010000003,0.9230769230769231,0.2784311486666667,1
4,312.75,0,0.0,14,702.9166667,0.0,0.014259259,0.0,0.0,Mar,3,2,1,2,New_Visitor,0,18,1015.6666667,0.7777777777777778,0.0,0
5,91.83333333,0,0.0,32,1480.666667,0.0,0.006857143,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,1,37,1572.50000033,0.8648648648648649,0.0,0
0,0.0,0,0.0,3,75.0,0.0,0.066666667,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,1,3,75.0,1.0,0.0,0
3,39.3,0,0.0,29,316.2,0.006666667,0.02,0.0,0.0,Sep,2,2,3,6,Returning_Visitor,0,32,355.5,0.90625,0.0,0
1,6.0,0,0.0,53,2241.5,0.003846154,0.026923077,0.0,0.4,May,2,4,9,20,Returning_Visitor,0,54,2247.5,0.9814814814814815,0.0,0
0,0.0,0,0.0,18,588.5,0.051851852,0.08962963,0.0,0.0,Dec,3,2,4,1,Returning_Visitor,0,18,588.5,1.0,0.0,0
0,0.0,0,0.0,8,221.5,0.0,0.00625,0.0,0.0,Dec,1,1,1,2,New_Visitor,0,8,221.5,1.0,0.0,0
1,0.0,2,9.0,44,814.1547619,0.0,0.023188406,0.0,0.0,Nov,4,2,1,10,Returning_Visitor,0,47,823.1547619,0.9361702127659575,0.0,1
6,224.0,0,0.0,33,677.95,0.005714286,0.01968254,0.0,0.0,May,3,2,3,4,Returning_Visitor,0,39,901.95,0.8461538461538461,0.0,0
5,135.5,0,0.0,86,2106.894048,0.002325581,0.008914729,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,91,2242.394048,0.945054945054945,0.0,0
0,0.0,0,0.0,10,72.5,0.08,0.106666667,0.0,0.2,May,2,2,2,13,Returning_Visitor,0,10,72.5,1.0,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,6,10,Returning_Visitor,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,26,2107.258333,0.005128205,0.035897436,0.0,0.0,Dec,2,5,6,2,Returning_Visitor,1,26,2107.258333,1.0,0.0,0
8,203.4166667,0,0.0,116,3505.087955,0.0,0.009314826,62.83957669,0.0,Nov,2,2,1,6,Returning_Visitor,0,124,3708.5046217,0.9354838709677419,0.5417204887068966,1
2,66.5,0,0.0,5,118.5,0.0,0.042857143,0.0,0.0,June,2,2,7,2,Returning_Visitor,0,7,185.0,0.7142857142857143,0.0,0
1,21.25,1,0.0,23,1171.071429,0.007407407,0.039506173,11.07703164,0.0,Dec,2,2,7,1,Returning_Visitor,0,25,1192.321429,0.92,0.4816100713043478,0
0,0.0,2,288.0,132,6725.66369,0.003731343,0.01286425,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,0,134,7013.66369,0.9850746268656716,0.0,0
4,86.6,0,0.0,12,193.75,0.008888889,0.016666667,0.0,0.0,May,1,2,3,5,Returning_Visitor,0,16,280.35,0.75,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,4,8,New_Visitor,0,1,0.0,1.0,0.0,0
8,108.3844538,0,0.0,65,2008.900974,0.001449275,0.02037037,17.43149651,0.0,Dec,2,2,3,2,Returning_Visitor,0,73,2117.2854278,0.8904109589041096,0.2681768693846154,0
2,20.15,0,0.0,60,1521.15,0.003333333,0.015277778,16.43637285,0.0,Nov,2,4,1,2,Returning_Visitor,0,62,1541.3000000000002,0.967741935483871,0.27393954750000005,1
1,58.5,1,0.0,11,1012.166667,0.0,0.041666667,62.86831138,0.0,Nov,2,2,1,1,Returning_Visitor,0,13,1070.666667,0.8461538461538461,5.715301034545455,1
0,0.0,0,0.0,27,468.5416667,0.014814815,0.022222222,0.0,0.0,Dec,3,2,3,3,Returning_Visitor,1,27,468.5416667,1.0,0.0,0
6,1279.5,0,0.0,72,1032.761905,0.0,0.001388889,0.0,0.0,May,2,4,1,3,New_Visitor,0,78,2312.2619050000003,0.9230769230769231,0.0,0
15,241.8541667,1,27.5,202,10014.26935,0.004038462,0.021947073,1.606825723,0.0,Nov,2,2,1,2,Returning_Visitor,0,218,10283.623516700001,0.926605504587156,0.007954582787128713,1
5,80.25,0,0.0,63,2618.681061,0.005797101,0.011111111,17.60939304,0.0,Nov,3,2,1,8,Returning_Visitor,0,68,2698.931061,0.9264705882352942,0.27951417523809524,1
7,154.4,0,0.0,33,1267.06,0.021621622,0.040540541,0.0,0.0,June,2,2,1,3,Returning_Visitor,0,40,1421.46,0.825,0.0,0
1,122.0,0,0.0,71,1096.876822,0.0,0.003014129,0.0,0.0,Nov,3,2,1,6,Returning_Visitor,0,72,1218.876822,0.9861111111111112,0.0,0
0,0.0,0,0.0,15,598.6,0.0,0.033333333,0.0,0.0,Jul,2,2,1,2,Returning_Visitor,0,15,598.6,1.0,0.0,0
1,15.0,0,0.0,11,224.0,0.016666667,0.022222222,47.65566667,0.0,May,2,5,1,4,Returning_Visitor,0,12,239.0,0.9166666666666666,4.332333333636364,1
7,195.875,2,0.0,68,1725.870671,0.0032,0.018348148,16.16701333,0.0,May,2,2,6,2,Returning_Visitor,1,77,1921.745671,0.8831168831168831,0.23775019602941175,0
3,44.22857143,0,0.0,13,311.79,0.0,0.002666667,34.03997536,0.0,June,2,2,1,5,New_Visitor,0,16,356.01857143,0.8125,2.618459643076923,1
0,0.0,0,0.0,30,1643.958333,0.02,0.075555556,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,0,30,1643.958333,1.0,0.0,0
14,2137.112745,0,0.0,53,4223.409838,0.00877193,0.017126354,8.886648533,0.0,Nov,3,2,2,2,Returning_Visitor,0,67,6360.522583,0.7910447761194029,0.1676726138301887,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,0,1,0.0,1.0,0.0,0
3,160.5,0,0.0,10,370.5,0.0,0.016666667,0.0,0.0,Mar,1,1,7,10,Returning_Visitor,0,13,531.0,0.7692307692307693,0.0,0
4,103.8,0,0.0,14,314.2933333,0.0,0.013333333,79.44353446,0.0,Jul,2,2,5,2,New_Visitor,0,18,418.0933333,0.7777777777777778,5.674538175714285,1
0,0.0,0,0.0,40,1385.666667,0.005,0.0225,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,40,1385.666667,1.0,0.0,0
2,33.0,0,0.0,13,1649.0,0.0,0.033333333,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,15,1682.0,0.8666666666666667,0.0,0
1,12.0,0,0.0,13,2004.5,0.028571429,0.04047619,0.0,0.0,Mar,1,1,6,2,Returning_Visitor,1,14,2016.5,0.9285714285714286,0.0,0
0,0.0,0,0.0,8,227.0,0.025,0.05,0.0,0.0,May,3,2,6,13,Returning_Visitor,0,8,227.0,1.0,0.0,0
0,0.0,0,0.0,8,159.9,0.0,0.0,0.0,0.0,Oct,2,2,2,6,New_Visitor,0,8,159.9,1.0,0.0,0
0,0.0,0,0.0,10,392.5,0.0,0.02,42.83887416,0.0,Nov,1,1,2,2,New_Visitor,0,10,392.5,1.0,4.283887416000001,1
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,0,36,1200.0444439999999,0.8888888888888888,0.0,0
0,0.0,0,0.0,8,111.0,0.1,0.125,0.0,0.8,May,2,2,4,13,Returning_Visitor,0,8,111.0,1.0,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,10,3,1,Returning_Visitor,0,1,0.0,1.0,0.0,0
12,150.1333333,0,0.0,17,231.0,0.016,0.039333333,0.0,0.0,Sep,3,2,3,3,Returning_Visitor,0,29,381.1333333,0.5862068965517241,0.0,0
3,50.5,0,0.0,2,37.5,0.0,0.04,0.0,0.0,Nov,2,2,1,2,New_Visitor,0,5,88.0,0.4,0.0,0
7,64.75,1,17.0,100,2463.244841,0.001886792,0.014944594,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,108,2544.994841,0.9259259259259259,0.0,0
0,0.0,0,0.0,9,436.0,0.0,0.025,68.1974018,0.0,Dec,1,2,2,2,New_Visitor,0,9,436.0,1.0,7.577489088888888,1
1,26.5,0,0.0,6,110.0,0.066666667,0.1,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,7,136.5,0.8571428571428571,0.0,1
0,0.0,0,0.0,24,806.125,0.0,0.016666667,0.0,0.0,Nov,1,1,6,3,Returning_Visitor,0,24,806.125,1.0,0.0,0
0,0.0,0,0.0,54,1975.455952,0.003703704,0.016049383,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,0,54,1975.455952,1.0,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,15,176.7666667,0.0125,0.051041667,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,15,176.7666667,1.0,0.0,0
0,0.0,1,39.5,97,2811.47807,0.002749141,0.015832106,0.0,0.0,Nov,2,5,6,1,Returning_Visitor,1,98,2850.97807,0.9897959183673469,0.0,0
3,74.5,1,88.0,113,3770.021698,0.008004926,0.019004516,14.85051676,0.0,Dec,3,2,1,1,Returning_Visitor,1,117,3932.521698,0.9658119658119658,0.13142050230088495,0
3,163.3333333,0,0.0,96,1949.647252,0.00742268,0.014405743,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,0,99,2112.9805853,0.9696969696969697,0.0,0
2,88.0,0,0.0,16,1106.333333,0.025,0.053125,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,0,18,1194.333333,0.8888888888888888,0.0,0
0,0.0,0,0.0,12,335.0,0.018181818,0.045454545,0.0,0.0,Dec,1,1,8,10,Returning_Visitor,0,12,335.0,1.0,0.0,0
2,98.75,0,0.0,24,683.1653846,0.0,0.011111111,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,26,781.9153846,0.9230769230769231,0.0,0
1,2.0,0,0.0,79,1319.547421,0.005128205,0.00962556,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,80,1321.547421,0.9875,0.0,0
4,107.5333333,2,298.0,16,570.3333333,0.011764706,0.014705882,0.0,0.0,May,3,2,6,13,Returning_Visitor,0,22,975.8666666,0.7272727272727273,0.0,0
0,0.0,0,0.0,17,445.0,0.047058824,0.062745098,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,0,17,445.0,1.0,0.0,0
1,185.0,6,263.0,6,133.3333333,0.0,0.019230769,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,0,13,581.3333333,0.46153846153846156,0.0,0
4,144.5,2,52.5,39,1299.5,0.004878049,0.021138211,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,45,1496.5,0.8666666666666667,0.0,0
2,26.17857143,6,665.5,14,484.8452381,0.000606061,0.043661654,0.0,0.0,Nov,3,2,3,10,Returning_Visitor,1,22,1176.52380953,0.6363636363636364,0.0,0
0,0.0,1,42.4,61,1140.796667,0.0,0.002833333,0.0,0.0,June,2,2,6,2,Returning_Visitor,0,62,1183.1966670000002,0.9838709677419355,0.0,0
0,0.0,0,0.0,9,11.0,0.155555556,0.177777778,0.0,0.0,May,2,2,2,4,Returning_Visitor,0,9,11.0,1.0,0.0,0
2,44.0,0,0.0,8,182.0,0.0,0.005,0.0,0.0,May,2,4,1,2,New_Visitor,0,10,226.0,0.8,0.0,0
1,19.0,0,0.0,10,349.8333333,0.0,0.00625,0.0,0.0,Dec,3,2,8,8,New_Visitor,0,11,368.8333333,0.9090909090909091,0.0,0
1,3.0,0,0.0,11,271.7166667,0.0,0.016666667,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,1,12,274.7166667,0.9166666666666666,0.0,0
0,0.0,3,541.0,32,776.9232515,0.001176471,0.013779093,0.0,0.0,Nov,1,1,3,20,Returning_Visitor,0,35,1317.9232514999999,0.9142857142857143,0.0,0
8,628.3666667,1,0.0,131,4044.465674,0.008889185,0.030612404,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,0,140,4672.8323407,0.9357142857142857,0.0,0
2,40.0,1,93.66666667,54,2070.643939,0.003773585,0.016163522,0.0,0.0,May,3,3,3,4,Returning_Visitor,0,57,2204.31060567,0.9473684210526315,0.0,0
4,56.5,2,8.0,9,198.25,0.018181818,0.036363636,0.0,0.0,Nov,1,8,3,6,Returning_Visitor,1,15,262.75,0.6,0.0,0
0,0.0,0,0.0,5,360.75,0.0,0.04,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,0,5,360.75,1.0,0.0,0
7,75.84615385,4,246.3333333,16,672.8794872,0.021428571,0.029027611,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,27,995.05897435,0.5925925925925926,0.0,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,0,2,15.0,1.0,0.0,0
0,0.0,2,86.0,5,86.0,0.0,0.057142857,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,7,172.0,0.7142857142857143,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Other,0,1,0.0,1.0,0.0,0
6,87.7,2,60.5,24,448.1945887,0.0,0.005747126,0.0,0.0,Nov,2,5,1,8,New_Visitor,0,32,596.3945887,0.75,0.0,0
0,0.0,0,0.0,12,749.8,0.0,0.015384615,23.00459544,0.0,Jul,2,2,1,4,New_Visitor,0,12,749.8,1.0,1.91704962,1
6,215.25,0,0.0,29,672.125,0.0,0.011764706,22.82159308,0.0,Nov,2,2,1,8,New_Visitor,1,35,887.375,0.8285714285714286,0.7869514855172414,1
1,0.0,1,60.5,46,1038.916667,0.021276596,0.039007092,13.10326241,0.0,Mar,2,2,6,1,Returning_Visitor,0,48,1099.416667,0.9583333333333334,0.2848535306521739,1
3,79.0,0,0.0,38,1272.916667,0.004878049,0.020139373,9.401136585,0.0,Mar,2,4,2,2,Returning_Visitor,0,41,1351.916667,0.926829268292683,0.2473983311842105,0
11,524.75,3,258.625,197,6309.427034,0.006113821,0.011878229,3.364060957,0.0,Nov,2,10,1,2,Returning_Visitor,0,211,7092.802034,0.933649289099526,0.017076451558375633,1
1,22.0,0,0.0,5,180.5,0.0,0.033333333,0.0,0.0,Dec,3,2,6,20,New_Visitor,0,6,202.5,0.8333333333333334,0.0,0
6,91.25,0,0.0,56,955.5432151,0.007494145,0.010650662,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,1,62,1046.7932151,0.9032258064516129,0.0,1
4,62.0,1,87.6,88,3634.585714,0.00556391,0.035701754,1.435224011,0.0,Oct,2,2,1,3,Returning_Visitor,0,93,3784.1857139999997,0.946236559139785,0.016309363761363636,0
0,0.0,0,0.0,9,125.2666667,0.044444444,0.103703704,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,1,9,125.2666667,1.0,0.0,0
1,11.0,0,0.0,15,175.75,0.0,0.025,0.0,0.0,Nov,1,1,2,2,New_Visitor,0,16,186.75,0.9375,0.0,0
10,196.25,1,46.4,271,12292.46381,0.005995204,0.02001083,0.038034542,0.0,Jul,2,2,2,3,Returning_Visitor,1,282,12535.113809999999,0.9609929078014184,0.00014034886346863467,0
1,14.0,0,0.0,11,239.5833333,0.0,0.016666667,0.0,0.0,Nov,2,2,6,1,Returning_Visitor,1,12,253.5833333,0.9166666666666666,0.0,0
0,0.0,0,0.0,4,992.0,0.0,0.05,0.0,0.2,May,2,2,4,13,Returning_Visitor,0,4,992.0,1.0,0.0,0
0,0.0,0,0.0,6,85.25,0.0,0.011111111,0.0,0.0,Dec,2,2,3,10,Returning_Visitor,0,6,85.25,1.0,0.0,0
0,0.0,0,0.0,5,171.5,0.0,0.02,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,0,5,171.5,1.0,0.0,0
0,0.0,0,0.0,3,258.5,0.0,0.033333333,0.0,0.0,May,1,1,4,2,Returning_Visitor,1,3,258.5,1.0,0.0,0
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,0,94,6995.972222,0.9574468085106383,0.0,0
0,0.0,0,0.0,8,184.375,0.0,0.013333333,0.0,0.0,Nov,1,2,9,2,Returning_Visitor,0,8,184.375,1.0,0.0,0
2,14.2,0,0.0,53,2016.566667,0.003636364,0.036363636,8.154361332,0.0,June,2,2,3,3,Returning_Visitor,0,55,2030.766667,0.9636363636363636,0.15385587418867924,1
4,96.4,2,53.4,9,338.34,0.0,0.013333333,0.0,0.0,Oct,1,1,3,5,New_Visitor,1,15,488.14,0.6,0.0,0
0,0.0,0,0.0,44,1924.505952,0.0,0.004651163,59.21256014,0.0,Nov,2,2,3,6,Returning_Visitor,0,44,1924.505952,1.0,1.3457400031818183,1
9,98.26666667,3,144.5,37,1630.137415,0.019565217,0.038037998,0.0,0.0,Nov,3,2,7,3,Returning_Visitor,0,49,1872.9040816699999,0.7551020408163265,0.0,1
2,20.0,0,0.0,66,3391.68588,0.028955224,0.038335618,0.0,0.0,Dec,3,2,8,1,Returning_Visitor,0,68,3411.68588,0.9705882352941176,0.0,0
0,0.0,0,0.0,8,135.8333333,0.0,0.025,0.0,0.4,May,2,2,9,3,Returning_Visitor,0,8,135.8333333,1.0,0.0,0
0,0.0,1,0.0,1,13.0,0.0,0.1,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,0,2,13.0,0.5,0.0,0
0,0.0,0,0.0,10,345.25,0.02,0.04,0.0,0.0,May,2,4,3,3,Returning_Visitor,0,10,345.25,1.0,0.0,0
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,Feb,1,1,4,4,Returning_Visitor,0,15,310.1666667,1.0,0.0,0
4,20.0,0,0.0,34,461.2333333,0.0,0.022685185,0.0,0.0,Jul,2,4,1,4,Returning_Visitor,1,38,481.2333333,0.8947368421052632,0.0,0
3,152.0,0,0.0,9,117.0,0.0,0.016666667,0.0,0.0,May,2,2,1,5,New_Visitor,1,12,269.0,0.75,0.0,0
0,0.0,0,0.0,6,93.5,0.016666667,0.066666667,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,1,6,93.5,1.0,0.0,0
1,17.75,0,0.0,22,610.975,0.031818182,0.072727273,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,23,628.725,0.9565217391304348,0.0,0
0,0.0,0,0.0,5,134.0,0.02,0.026666667,0.0,0.0,May,1,2,2,2,Returning_Visitor,1,5,134.0,1.0,0.0,0
0,0.0,0,0.0,4,47.0,0.1,0.15,0.0,0.0,May,2,2,3,3,Returning_Visitor,0,4,47.0,1.0,0.0,0
0,0.0,0,0.0,6,91.0,0.0,0.033333333,0.0,0.6,May,2,2,1,13,Returning_Visitor,0,6,91.0,1.0,0.0,0
0,0.0,0,0.0,14,803.0,0.046153846,0.05,0.0,0.0,May,2,5,3,3,Returning_Visitor,0,14,803.0,1.0,0.0,0
2,23.0,0,0.0,31,618.0,0.0,0.006451613,0.0,0.0,May,2,2,9,3,Returning_Visitor,0,33,641.0,0.9393939393939394,0.0,0
0,0.0,0,0.0,18,521.5,0.022222222,0.063333333,0.0,0.0,May,2,2,6,6,Returning_Visitor,0,18,521.5,1.0,0.0,0
0,0.0,0,0.0,14,354.25,0.0,0.015384615,124.032,0.0,May,1,1,6,5,New_Visitor,0,14,354.25,1.0,8.859428571428571,1
0,0.0,0,0.0,48,1607.191667,0.0,0.004609929,5.157803677,0.0,Dec,1,1,1,2,Returning_Visitor,1,48,1607.191667,1.0,0.10745424327083335,1
0,0.0,0,0.0,70,1453.9,0.010144928,0.020772947,0.0,0.4,May,2,6,7,3,Returning_Visitor,0,70,1453.9,1.0,0.0,0
7,190.5833333,2,1131.0,46,5492.366667,0.019090909,0.043948052,8.567142857,0.0,May,2,6,6,6,Returning_Visitor,0,55,6813.9500003,0.8363636363636363,0.18624223602173914,0
3,38.0,0,0.0,83,2101.466667,0.0,0.001190476,0.0,0.0,May,2,2,1,4,New_Visitor,0,86,2139.466667,0.9651162790697675,0.0,0
7,351.0833333,1,131.0,53,3271.030448,0.0,0.005527012,13.78150822,0.0,Nov,1,1,2,4,Returning_Visitor,0,61,3753.1137813,0.8688524590163934,0.2600284569811321,0
0,0.0,1,426.2,10,157.0666667,0.0,0.016666667,32.73061637,0.0,Jul,2,2,3,2,Returning_Visitor,0,11,583.2666667,0.9090909090909091,3.273061637,1
5,117.8333333,0,0.0,35,502.547619,0.01025641,0.036923077,3.148615385,0.0,Mar,2,2,2,2,Returning_Visitor,0,40,620.3809523,0.875,0.08996043957142856,1
0,0.0,0,0.0,13,171.5,0.019230769,0.080769231,0.0,0.8,May,2,2,1,1,Returning_Visitor,0,13,171.5,1.0,0.0,0
1,42.0,1,47.0,36,1994.5,0.012222222,0.026587302,0.0,0.0,May,2,2,7,4,Returning_Visitor,0,38,2083.5,0.9473684210526315,0.0,0
3,58.4,0,0.0,11,267.3,0.0,0.016666667,0.0,0.0,Nov,2,2,4,2,New_Visitor,1,14,325.7,0.7857142857142857,0.0,0
0,0.0,0,0.0,15,1134.455556,0.0,0.001333333,30.30681247,0.0,Dec,2,4,1,2,Returning_Visitor,0,15,1134.455556,1.0,2.0204541646666665,1
5,42.0,0,0.0,232,5932.596554,0.002564103,0.014824296,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,237,5974.596554,0.9789029535864979,0.0,1
0,0.0,0,0.0,16,2156.0,0.01875,0.035416667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,0,16,2156.0,1.0,0.0,0
0,0.0,0,0.0,3,10.0,0.0,0.066666667,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,0,3,10.0,1.0,0.0,0
2,101.75,0,0.0,9,561.25,0.022222222,0.033333333,26.38074656,0.0,Dec,3,2,1,1,Returning_Visitor,0,11,663.0,0.8181818181818182,2.931194062222222,0
0,0.0,0,0.0,8,136.75,0.005,0.105,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,0,8,136.75,1.0,0.0,0
0,0.0,0,0.0,52,1624.223485,0.007692308,0.032692308,0.0,1.0,May,2,2,7,6,Returning_Visitor,1,52,1624.223485,1.0,0.0,0
0,0.0,0,0.0,13,324.0,0.0,0.003030303,0.0,0.0,May,2,2,2,2,New_Visitor,1,13,324.0,1.0,0.0,0
0,0.0,0,0.0,7,162.25,0.071428571,0.09047619,0.0,0.0,Dec,2,2,3,3,Returning_Visitor,0,7,162.25,1.0,0.0,0
1,73.0,1,740.0,50,1434.255128,0.0,0.019230769,22.03276923,0.0,Mar,2,2,3,2,Returning_Visitor,1,52,2247.255128,0.9615384615384616,0.4406553846,0
